0,0,45,0,0
65,90,10,0,0
15,55,65,5,0
70,20,10,0,10
75,0,10,0,0
40,30,15,5,10
50,75,25,5,5
35,30,5,5,5
70,85,20,0,0
95,20,35,0,10
75,30,60,5,0
95,85,65,5,0
95,35,70,5,0
80,45,70,0,5
65,40,10,0,0
70,5,75,0,10
60,60,80,5,10
20,30,80,0,10
85,35,30,5,10
45,70,50,5,10
0,55,50,0,10
0,50,30,0,5
15,25,40,0,0
5,55,15,5,10
90,10,15,5,0
5,35,10,5,5
40,60,65,0,0
70,60,95,5,5
95,95,0,0,10
45,85,25,0,0
40,30,10,5,10
25,80,20,5,5
90,40,45,5,0
60,60,65,5,10
10,35,10,0,0
60,45,0,5,5
70,45,40,0,0
0,20,80,0,10
30,25,50,0,10
40,80,85,0,5
15,95,65,5,0
60,45,0,0,10
95,60,50,0,0
0,45,10,0,0
45,70,15,0,0
55,0,45,0,0
75,45,80,5,10
95,0,10,5,0
45,80,25,5,0
45,60,80,5,10
25,10,55,5,10
85,5,25,0,10
80,40,70,5,10
25,70,70,5,10
30,60,40,5,10
20,45,75,0,0
0,45,20,5,5
50,45,60,0,5
70,15,35,5,10
15,65,70,0,5
75,50,75,5,5
0,55,65,0,10
60,70,90,0,0
10,20,25,0,5
30,75,80,5,5
55,90,0,0,0
20,45,70,5,10
90,15,85,5,10
0,30,75,0,5
90,50,20,5,0
5,60,70,5,0
10.0,60.0,65.0,5.0,9.0
20.0,60.0,70.0,5.0,0.0
10.0,50.0,65.0,5.0,0.0
10.0,60.0,65.0,5.0,0.0
15.0,55.0,65.0,5.0,3.0
15.0,55.0,65.0,6.0,0.0
0.0,35.0,45.0,6.0,0.0
0.0,15.0,25.0,6.0,0.0
0.0,0.0,5.0,6.0,0.0
0.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,6.0,0.0
0.0,10.0,0.0,7.0,1.0
0.0,5.0,0.0,7.0,3.0
0.0,0.0,0.0,8.0,5.0
15.0,0.0,15.0,9.0,14.0
30.0,0.0,0.0,10.0,0.0
45.0,0.0,15.0,0.0,14.0
60.0,0.0,0.0,1.0,14.0
55.0,15.0,0.0,1.0,0.0
35.0,0.0,0.0,1.0,14.0
15.0,15.0,0.0,1.0,14.0
0.0,0.0,15.0,1.0,14.0
0.0,15.0,30.0,2.0,14.0
15.0,0.0,45.0,2.0,14.0
0.0,0.0,60.0,3.0,14.0
15.0,5.0,75.0,3.0,0.0
30.0,0.0,90.0,4.0,14.0
10.0,10.0,75.0,4.0,2.0
10.0,10.0,75.0,4.0,5.0
0.0,20.0,80.0,4.0,9.0
0.0,0.0,60.0,4.0,0.0
15.0,0.0,45.0,4.0,8.0
5.0,15.0,30.0,4.0,8.0
0.0,0.0,10.0,4.0,0.0
5.0,0.0,0.0,5.0,4.0
20.0,10.0,15.0,6.0,0.0
35.0,0.0,30.0,7.0,0.0
50.0,0.0,45.0,8.0,14.0
60.0,15.0,60.0,9.0,13.0
50.0,0.0,75.0,10.0,0.0
55.0,15.0,90.0,0.0,14.0
70.0,0.0,95.0,1.0,0.0
85.0,0.0,75.0,2.0,0.0
90.0,5.0,55.0,3.0,14.0
95.0,0.0,40.0,4.0,0.0
75.0,0.0,55.0,5.0,0.0
55.0,15.0,35.0,6.0,0.0
50.0,30.0,40.0,7.0,14.0
45.0,45.0,35.0,8.0,0.0
30.0,55.0,15.0,9.0,14.0
15.0,70.0,0.0,10.0,0.0
0.0,85.0,0.0,0.0,14.0
5.0,95.0,15.0,0.0,0.0
0.0,95.0,30.0,1.0,14.0
15.0,95.0,10.0,2.0,14.0
30.0,95.0,0.0,3.0,0.0
45.0,80.0,0.0,4.0,14.0
60.0,95.0,15.0,5.0,14.0
75.0,75.0,0.0,6.0,14.0
90.0,55.0,0.0,7.0,14.0
95.0,35.0,0.0,8.0,0.0
95.0,15.0,0.0,9.0,14.0
75.0,0.0,0.0,10.0,0.0
90.0,0.0,0.0,0.0,14.0
95.0,15.0,0.0,0.0,0.0
95.0,30.0,15.0,0.0,14.0
80.0,35.0,0.0,0.0,14.0
75.0,50.0,15.0,0.0,14.0
90.0,65.0,30.0,0.0,14.0
75.0,80.0,45.0,0.0,14.0
90.0,90.0,25.0,1.0,14.0
95.0,95.0,40.0,1.0,0.0
75.0,95.0,55.0,2.0,0.0
55.0,95.0,70.0,3.0,14.0
40.0,95.0,50.0,4.0,6.0
20.0,75.0,30.0,4.0,0.0
20.0,80.0,25.0,4.0,3.0
25.0,80.0,25.0,4.0,7.0
25.0,80.0,20.0,4.0,5.0
20.0,75.0,30.0,5.0,3.0
20.0,75.0,25.0,5.0,2.0
0.0,55.0,5.0,5.0,0.0
0.0,35.0,0.0,5.0,0.0
0.0,40.0,10.0,5.0,3.0
5.0,35.0,10.0,5.0,3.0
0.0,15.0,0.0,5.0,0.0
5.0,30.0,10.0,5.0,6.0
5.0,35.0,10.0,5.0,8.0
0.0,35.0,10.0,5.0,5.0
10.0,35.0,5.0,6.0,5.0
10.0,35.0,5.0,6.0,8.0
25.0,45.0,20.0,6.0,0.0
35.0,55.0,0.0,6.0,0.0
20.0,65.0,0.0,6.0,14.0
0.0,80.0,0.0,7.0,0.0
0.0,75.0,15.0,8.0,14.0
0.0,70.0,30.0,9.0,0.0
0.0,85.0,45.0,10.0,14.0
0.0,95.0,60.0,0.0,14.0
0.0,75.0,75.0,1.0,14.0
0.0,90.0,90.0,2.0,0.0
0.0,70.0,95.0,3.0,0.0
0.0,50.0,95.0,4.0,14.0
