0,0,45,0,0
65,90,10,0,0
15,55,65,5,0
70,20,10,0,10
75,0,10,0,0
40,30,15,5,10
50,75,25,5,5
35,30,5,5,5
70,85,20,0,0
95,20,35,0,10
75,30,60,5,0
95,85,65,5,0
95,35,70,5,0
80,45,70,0,5
65,40,10,0,0
70,5,75,0,10
60,60,80,5,10
20,30,80,0,10
85,35,30,5,10
45,70,50,5,10
0,55,50,0,10
0,50,30,0,5
15,25,40,0,0
5,55,15,5,10
90,10,15,5,0
5,35,10,5,5
40,60,65,0,0
70,60,95,5,5
95,95,0,0,10
45,85,25,0,0
40,30,10,5,10
25,80,20,5,5
90,40,45,5,0
60,60,65,5,10
10,35,10,0,0
60,45,0,5,5
70,45,40,0,0
0,20,80,0,10
30,25,50,0,10
40,80,85,0,5
15,95,65,5,0
60,45,0,0,10
95,60,50,0,0
0,45,10,0,0
45,70,15,0,0
55,0,45,0,0
75,45,80,5,10
95,0,10,5,0
45,80,25,5,0
45,60,80,5,10
25,10,55,5,10
85,5,25,0,10
80,40,70,5,10
25,70,70,5,10
30,60,40,5,10
20,45,75,0,0
0,45,20,5,5
50,45,60,0,5
70,15,35,5,10
15,65,70,0,5
75,50,75,5,5
0,55,65,0,10
60,70,90,0,0
10,20,25,0,5
30,75,80,5,5
55,90,0,0,0
20,45,70,5,10
90,15,85,5,10
0,30,75,0,5
90,50,20,5,0
5,60,70,5,0
10,60,65,5,9
20,60,70,5,0
10,50,65,5,0
10,60,65,5,0
15,55,65,5,3
15,55,65,6,0
0,35,45,6,0
0,15,25,6,0
0,0,5,6,0
0,0,0,6,0
0,0,0,6,0
0,10,0,7,1
0,5,0,7,3
0,0,0,8,5
15,0,15,9,14
30,0,0,10,0
45,0,15,0,14
60,0,0,1,14
55,15,0,1,0
35,0,0,1,14
15,15,0,1,14
0,0,15,1,14
0,15,30,2,14
15,0,45,2,14
0,0,60,3,14
15,5,75,3,0
30,0,90,4,14
10,10,75,4,2
10,10,75,4,5
0,20,80,4,9
0,0,60,4,0
15,0,45,4,8
5,15,30,4,8
0,0,10,4,0
5,0,0,5,4
20,10,15,6,0
35,0,30,7,0
50,0,45,8,14
60,15,60,9,13
50,0,75,10,0
55,15,90,0,14
70,0,95,1,0
85,0,75,2,0
90,5,55,3,14
95,0,40,4,0
75,0,55,5,0
55,15,35,6,0
50,30,40,7,14
45,45,35,8,0
30,55,15,9,14
15,70,0,10,0
0,85,0,0,14
5,95,15,0,0
0,95,30,1,14
15,95,10,2,14
30,95,0,3,0
45,80,0,4,14
60,95,15,5,14
75,75,0,6,14
90,55,0,7,14
95,35,0,8,0
95,15,0,9,14
75,0,0,10,0
90,0,0,0,14
95,15,0,0,0
95,30,15,0,14
80,35,0,0,14
75,50,15,0,14
90,65,30,0,14
75,80,45,0,14
90,90,25,1,14
95,95,40,1,0
75,95,55,2,0
55,95,70,3,14
40,95,50,4,6
20,75,30,4,0
20,80,25,4,3
25,80,25,4,7
25,80,20,4,5
20,75,30,5,3
20,75,25,5,2
0,55,5,5,0
0,35,0,5,0
0,40,10,5,3
5,35,10,5,3
0,15,0,5,0
5,30,10,5,6
5,35,10,5,8
0,35,10,5,5
10,35,5,6,5
10,35,5,6,8
25,45,20,6,0
35,55,0,6,0
20,65,0,6,14
0,80,0,7,0
0,75,15,8,14
0,70,30,9,0
0,85,45,10,14
0,95,60,0,14
0,75,75,1,14
0,90,90,2,0
0,70,95,3,0
0,50,95,4,14
0,0,0,0,0
84,1,31,5,8
6,25,17,6,14
27,11,77,4,0
60,93,0,3,13
64,19,54,7,6
75,61,70,5,9
0,16,48,2,7
97,51,69,6,8
31,7,91,0,13
53,60,56,6,0
83,68,69,6,0
60,62,95,2,6
95,68,52,3,3
72,46,46,8,10
54,1,58,0,8
58,72,48,5,1
84,11,4,6,5
91,32,43,4,5
74,54,56,9,7
73,49,96,9,8
79,13,43,3,0
1,80,60,3,5
90,6,92,9,14
76,43,29,3,2
25,38,5,6,10
5,83,8,9,1
3,43,5,8,0
90,53,39,6,14
24,73,16,6,11
